priority_rank,residual_id,record_id,release_tag,video_name,dvids_id,dvids_url,matched_terms,priority_band,priority_reason,current_lane_status,local_source_hint,source_availability_class,recommended_scan_mode,recommended_crop_strategy,publication_boundary,next_action
3,DOW-UAP-PR41-METADATA-001,DOW-UAP-PR41,release-01,DOD_111689083.mp4,1006094,https://www.dvidshub.net/video/1006094,field-of-view,P3,"Residual local source was sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_residual_local_ocr_no_meter_candidate,source-files-not-included/DOD_111689083.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded residual local-source OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR42-METADATA-001,DOW-UAP-PR42,release-01,DOD_111689090.mp4,1006097,https://www.dvidshub.net/video/1006097,"field-of-view, zoom",P3,"P2 local source was sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_local_ocr_no_candidate,source-files-not-included/DOD_111689090.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded P2 local OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR43-METADATA-001,DOW-UAP-PR43,release-01,DOD_111689759.mp4,1006159,https://www.dvidshub.net/video/1006159,field-of-view,P3,"Residual local source was sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_residual_local_ocr_false_ocr_candidate,source-files-not-included/DOD_111689759.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded residual local-source OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR46-METADATA-001,DOW-UAP-PR46,release-01,DOD_111689133.mp4,1006106,https://www.dvidshub.net/video/1006106,contrast,P3,"Residual local source was sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_residual_local_ocr_no_meter_candidate,source-files-not-included/DOD_111689133.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded residual local-source OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR47-METADATA-001,DOW-UAP-PR47,release-01,DOD_111689142.mp4,1006107,https://www.dvidshub.net/video/1006107,contrast,P3,"Residual local source was sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_residual_local_ocr_no_meter_candidate,source-files-not-included/DOD_111689142.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded residual local-source OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR48-METADATA-001,DOW-UAP-PR48,release-01,DOD_111689167.mp4,1006110,https://www.dvidshub.net/video/1006110,contrast,P3,"Residual local source was sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_residual_local_ocr_false_ocr_candidate,source-files-not-included/DOD_111689167.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded residual local-source OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR49-METADATA-001,DOW-UAP-PR49,release-01,DOD_111689168.mp4,1006111,https://www.dvidshub.net/video/1006111,"field-of-view, zoom",P3,"P2 local source was sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_local_ocr_no_candidate,source-files-not-included/DOD_111689168.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded P2 local OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR050-METADATA-001,DOW-UAP-PR050,release-02,DOD_111719709.mp4,1007706,https://www.dvidshub.net/video/1007706,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR052-METADATA-001,DOW-UAP-PR052,release-02,,1007708,https://www.dvidshub.net/video/1007708,"Visual elements of the sensor display, zoom",P3,P1 source was acquired and bounded quicklook/OCR review is complete; residual work is only for exhaustive all-frame OCR or alternate label geometry.,bounded_p1_review_no_meter_candidate,source-files-not-included/DOD_111719718.mp4,local_source_path_listed_not_redistributed,optional exhaustive all-frame OCR or alternate label-geometry review,reuse prior full-frame/focus sheets; add PR051/PR059-style label-geometry crops before dense OCR,Bounded P1 review did not promote a visible label; this is not an exhaustive all-frame absence claim.,Run exhaustive all-frame OCR or alternate label-geometry review only if a stronger absence claim is needed; keep derived crops out of Git.
3,DOW-UAP-PR053-METADATA-001,DOW-UAP-PR053,release-02,DOD_111719723.mp4,1007709,https://www.dvidshub.net/video/1007709,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR054-METADATA-001,DOW-UAP-PR054,release-02,DOD_111719726.mp4,1007711,https://www.dvidshub.net/video/1007711,"altered, contrast",P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR055-METADATA-001,DOW-UAP-PR055,release-02,DOD_111719732.mp4,1007713,https://www.dvidshub.net/video/1007713,zoom,P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_no_meter_candidate,source-files-not-included/DOD_111719732.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR056-METADATA-001,DOW-UAP-PR056,release-02,DOD_111719741.mp4,1007718,https://www.dvidshub.net/video/1007718,"altered, contrast",P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR057A-METADATA-001,DOW-UAP-PR057A,release-02,DOD_111719752.mp4,1007720,https://www.dvidshub.net/video/1007720,"field-of-view, zoom",P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_no_meter_candidate,source-files-not-included/DOD_111719752.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR057B-METADATA-001,DOW-UAP-PR057B,release-02,DOD_111719752.mp4,1007720,https://www.dvidshub.net/video/1007720,"field-of-view, zoom",P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_no_meter_candidate,source-files-not-included/DOD_111719752.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR058-METADATA-001,DOW-UAP-PR058,release-02,,1007723,https://www.dvidshub.net/video/1007723,Visual elements of the sensor display,P3,P1 source was acquired and bounded quicklook/OCR review is complete; residual work is only for exhaustive all-frame OCR or alternate label geometry.,bounded_p1_review_false_ocr_candidate,source-files-not-included/DOD_111719800.mp4,local_source_path_listed_not_redistributed,optional exhaustive all-frame OCR or alternate label-geometry review,reuse prior full-frame/focus sheets; add PR051/PR059-style label-geometry crops before dense OCR,Bounded P1 review did not promote a visible label; this is not an exhaustive all-frame absence claim.,Run exhaustive all-frame OCR or alternate label-geometry review only if a stronger absence claim is needed; keep derived crops out of Git.
3,DOW-UAP-PR060-METADATA-001,DOW-UAP-PR060,release-02,DOD_111719823.mp4,1007734,https://www.dvidshub.net/video/1007734,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_false_ocr_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR061-METADATA-001,DOW-UAP-PR061,release-02,DOD_111719828.mp4,1007735,https://www.dvidshub.net/video/1007735,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_false_ocr_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR062-METADATA-001,DOW-UAP-PR062,release-02,DOD_111719847.mp4,1007739,https://www.dvidshub.net/video/1007739,"field-of-view, zoom",P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_no_meter_candidate,source-files-not-included/DOD_111719847.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR063-METADATA-001,DOW-UAP-PR063,release-02,DOD_111719850.mp4,1007740,https://www.dvidshub.net/video/1007740,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR064-METADATA-001,DOW-UAP-PR064,release-02,DOD_111719852.mp4,1007741,https://www.dvidshub.net/video/1007741,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR065-METADATA-001,DOW-UAP-PR065,release-02,DOD_111720692.mp4,1007777,https://www.dvidshub.net/video/1007777,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR066-METADATA-001,DOW-UAP-PR066,release-02,DOD_111720693.mp4,1007778,https://www.dvidshub.net/video/1007778,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR067-METADATA-001,DOW-UAP-PR067,release-02,DOD_111720696.mp4,1007779,https://www.dvidshub.net/video/1007779,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_false_ocr_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR068-METADATA-001,DOW-UAP-PR068,release-02,DOD_111720698.mp4,1007780,https://www.dvidshub.net/video/1007780,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
