file,kind,region_date_from_filename,text_status,text_chars,uap_mentions,sensor_terms,behavior_terms,evidence_weight,summary_snippet
dow-uap-d28-mission-report-east-china-sea-2024.pdf,mission report,east-china-sea-2024,text extracted,12321,41,IR; RADAR; IFF; ES; SENSOR; TGT POD,ROUND; ALTITUDE; VELOCITY; SPEED; UNKNOWN; UNK,high: structured operational report,"IMARY UAP IMMEDIATELY BEFORE LEAVING THE SENSOR FIELD OF VIEW. â€¢ First Accuracy: Precise â€¢ Call Sign: (b)(1)1.4a â€¢ UAP First Seen Location: â€¢ UAP Last Seen Location: â€¢ UAP Altitude, Depth, Velocity, and Trajectory (indicate estimated or measured): GENTEXT/UAP â€¢ UAP Description (e.g., size, shape, color, markings, recognizable features): UAP CREATED IR LENS FLARE ON MX-20 & MX-25 SENSORS, INDICATING A SIGNIFICANT HEAT SOURCE. THE UAP MOVED AT A HIGH RATE OF SPEED THROUGH THE SENSOR FIELD OF VIEW. THE CREW MAINTAINED LASER ENERGY UNTIL THE MUNITION IMPACTED ITS DESIRED TARGET. (b)(1)1.4a DID NOT REOBSERVE THE UAP. â€¢ Gentext (UAP Event Description): (S//REL TO USA, FVEY) (b)(1)1.4a ENTERED AYN AL ASAD AIRBASE's (AAAB) RESTRICTED OPERATING ZONE (ROZ) RAINDROP AT APPROXIMATELY 1930Z TO CONDUCT A WEAPONS CALIBRATION. (b)(1)1.4a RECEIVED A CALL FOR FIRE AT APPROXIMATELY 2025Z TO EMPLOY AN AGM-1"
dow-uap-d3-mission-report-arabian-gulf-2020.pdf,mission report,arabian-gulf-2020,text extracted,7039,30,FMV; IR; RADAR; IFF; ES; SENSOR; TGT POD,ROUND; FOV; ALTITUDE; VELOCITY; SPEED,high: structured operational report,"(b)(1)1.4a (b)(1)1.4a â€¢ UAP Effects on Persons: â€¢ UAP Objects/Material Recovered (yes/no; if yes, describe): â€¢ UAP Effects on Equipment: â€¢ Full Name: â€¢ Rank/Grade: â€¢ Email: â€¢ Phone Number (VOSIP/STE): GENTEXT/UAP â€¢ UAP Description (e.g., size, shape, color, markings, recognizable features): 4X UAP OBSERVED FLYING IN (b)(1)1.4a FOV. CLOUD COVERAGE OBSTRUCTED (b)(1)1.4a FROM FOLLOWING AND GETTING A CLEAR VISUAL. (SEE ISR 1). â€¢ Gentext (UAP Event Description): AT APPROX 1736Z 4 UAP WERE OBSERVED BENEATH (b)(1)1.4a 1X UAP OBSERVED AT 17:36:22, 2X UAP OBSERVED SIDE BY SIDE AT 17:36:30, AND 1X UAP OBSERVED AT 17:36:49. (b)(1)1.4a"
dow-uap-d32-mission-report_-syria-october-2024.pdf,mission report,mission-report--syria-october-2024,text extracted,18254,34,FMV; IR; RADAR; IFF; ES; GMESH; SANTA FE; SENSOR; TGT POD,ROUND; ALTITUDE; VELOCITY; KNOTS; SPEED; UNKNOWN; UNK; DYNAMIC,high: structured operational report,"assified by MG Richard A. Harrison USCENTCOM Chief of Staff SECRET//REL TO USA, FVEY Declassified on: 24 October 2025 GENTEXT/UAP â€¢ UAP Description (e.g., size, shape, color, markings, recognizable features): MISHAPEN AND UNEVEN BALL OF WHITE LIGHT. â€¢ Gentext (UAP Event Description): (SECRET//REL TO USA, FVEY) FROM 1559Z-1644Z, (b)(1)1.4a OBSERVED MULTIPLE GLARES OR LIGHT FROM UNKNOWN ORIGIN AT DIFFERENT ANGLES AND DIRECTIONS. AT 1559Z, 1602Z AND AT 1644Z, (b)(1)1.4a OBSERVED 1X LIGHT/GLARE CROSSED DIRECTLY ON THE FMV CAMERA. AT 1609Z AND 1620Z, (b)(1)1.4a OBSERVED A LIGHT/GLARE HALO EFFECT AT THE TOP OF (b)(1)1.4a FMV FEED. AIRCREW CONSIDERED THIS NO MISSION IMPACT OR CHANGE AND UAP WAS BENIGN. (SECRET//REL TO USA, FVEY) ISR â€¢ Time-on Station DTG: 202318:00ZOCT24 â€¢ Time-off Station DTG: 210124:00ZOCT24 â€¢ Aircraft Callsign: (b)(1)1.4a â€¢ Msn Type: TARGET DEV â€¢ Primary Sensor: FMV â€¢ Sensor"
dow-uap-d33-mission-report-greece-october-2023.pdf,mission report,greece-october-2023,text extracted,10977,34,FMV; IR; RADAR; IFF; ES; G-MESH; GMESH; SENSOR; TGT POD,ROUND; ALTITUDE; VELOCITY; SPEED; UNK,high: structured operational report,"O FRAGGED TASKING TO SUPPORT DATA MASKED. AT 0013Z,~WAS 7â€¢LINED TO SUPPORT DATA MASKED 1.4a ED ONâ€¢STATION AT 03422, CHECKED IN WITH DATA MASKED, AND PERFO D FMV/SIGINT COLLECTION AT 36S YC 401 .4a!5g (SEE ISR 1). AT 0035Z,[u;JOBSERVED lX POSS UAP (SEE UAP 1). AT 101 lZ[uia]RETURNED TO BASE. AT 1213Z,~HANpED BACK TO THE LRE. AT 1309Z, ~LANDED AT OJMS. FULL MOTION VIDEO WAS EXPLbITED BY GET. 13:30 MISSION HOURS, 06:29 FMV HOURS, IX FMV TASKINGS PROSECUT D. Mission Narrative Admin CLASSIFICATION â€¢ Classification: â€¢ Associated Caveats: â€¢ Classification Source (MS or Classification Guide ID): MS â€¢ Declassification Date (YYYYMMDD): 20481026 OPERATION â€¢ Operationt 1.4a â€¢ Domain: AIR â€¢ Operations Center: 603rd â€¢ Major Command (MAJCOM): AFSOC â€¢ Combatant Command (COCOM): USCENTCOM 3.5c, b 6 USCENTCOM MDR 26-0019 Approved for Release to AARO 01/26/26 001 D cl d by MG R chard A H on"
dow-uap-d35-mission-report-greece-october-2023.pdf,mission report,greece-october-2023,text extracted,11137,35,FMV; IR; RADAR; IFF; ES; G-MESH; GMESH; SENSOR; TGT POD,ROUND; ALTITUDE; VELOCITY; SPEED; UNK,high: structured operational report,"EDED TO FRAGGED TASKING TO SUPPORT DATA MASKED. AT 16182,~WAS 7-LINED TO SUPPORT DATA MASKEI),.~ARRIVED <?N-STATION AT 20182, CHECKED IN WITH DATA MASKED, AND PERFO D FMV/SIGINT COLLECTION AT 36S YC 401.4a!5~ (SEE ISR 1). AT 081 lZ,~BSERVED IX POSS UAP (SEE UAP 1). AT 0542Z~RETURNED TO BASE. AT 10352,~ ED BACK TO THE LRE. AT 11052, ~LANDED AT LGLR. FULL MOTION VIDEO WAS EXPLOITED BY GET. 20:01 MISSION HOURS, 09:24 FMV HOURS, IX FMV TASKING$ PROSECU D. Mission Narrative Admin CLASSIFICATION â€¢ Classification: â€¢ Associated Caveats: â€¢ Classification Source (MS or Classification Guide ID): MS â€¢ Declassification Date (YYYYMMDD): 20481028 OPERATION â€¢ Operation1 1.4a â€¢ Domain: AIR â€¢ Operations Center: 603rd â€¢ Major Command (MAJCOM): AFSOC â€¢ Combatant Command (COCOM): USCENTCOM 3.5c, (b )(6) USCENTCOM MDR 26-0019 Approved for Release to AARO 01/26/26 001 Declassified by MG Richard A. Harrison"
dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,range-fouler debrief,middle-east-may-2020,text extracted,6628,0,IR; RADAR; ES; SENSOR; AUTOTRACK,ROUND; BALLOON; ERRATIC; FOV; ALTITUDE; SPEED,high: sensor/range-fouler detail,"bmit"" button above. Save and email the complete file manually Range Fouler Debrie Form (see below). Please complete this form to the best of your ability. If you do ot have the requested information, please leave the field blank. If there was more than one ""group "" please report each on a separate form for data collection purposes. You should receive a respons within 5 business days. Last Name, First Name Rank Squadron SIPR Email Address Crew Position This information is for contact only. SPEAR sanitizes all r ports of identifying information. Absolutely no identifying information for aircrew or squadmn will be recorded for analysis. 05/14/20 20:40:00 Night ISR Date (mmldd/yy) T"
dow-uap-d4-mission-report-arabian-gulf-2020.pdf,mission report,arabian-gulf-2020,text extracted,402,4,IR; ES,INCREASED SPEED; CHANGED DIRECTION; ALTITUDE; VELOCITY; KNOTS; SPEED,high: structured operational report,"1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) GENTEXT/UAP â€¢ Description: (S//REL) AT 1258Z, 1.4(a) OBSERVED POSS UAP IVO 34SDG9041417044. BRIEF OBSERVATION PRECLUDED UAP ALTITUDE ESTIMATES. VELOCITY ESTIMATED AT 321 KNOTS. UAP INCREASED SPEED AND CHANGED DIRECTION TOWARDS THE EAST. PILOT: (b) (6) (b) (6) (b) (6) SECRET//REL TO USA, FVEY"
dow-uap-d42-range-fouler-debrief-japan-2023.pdf,range-fouler debrief,japan-2023,text extracted,7868,0,IR; RADAR; ES; SENSOR; AUTOTRACK,ROUND; BALLOON; ALTITUDE; SPEED,high: sensor/range-fouler detail,"rH oltl G: b If r'Wri,' \See ue ow. Range Fouler Debrief Form f- 1uol1;<l!!'J""1eL_ï¿½)ï¿½qï¿½ï¿½p1l s y 9 manua 1 Please complete this form to the best of your ability. If you do not have the requested information, please leave the fiï¿½ld blank. If there was more tï¿½ï¿½n one ""group!"" ï¿½ leï¿½se repï¿½rt each on a separate form for data collection purposes. You should receive a response within 5 business days. j482ATKS Rank Pilot Last Name, First Name"
dow-uap-d44-range-fouler-arabian-sea-october-2020.pdf,range-fouler debrief,range-fouler-arabian-sea-october-2020,text extracted,7839,0,IR; RADAR; ES; SENSOR; AUTOTRACK,ROUND; COLD OBJECT; BALLOON; ALTITUDE; SPEED,high: sensor/range-fouler detail,"Decl;sï¿½RmWJlulpJ.ï¿½2fXtLÂ§2rï¿½Â·e and emairffie complete Tile manually Range Fouler Reportinï¿½ Form {see below). Please complete this form to the best of your ability. If you do n:ot have the requested information, please leave the field blank. If there was more than one ""group!"" please report each on a separate form for data collection purposes. You should receive a response within 5 business days. Last N!tme, First Name Rank Squadron SIPR E:mail Address Crew Position 0-2 1172 ATKS Other This information is for contact only. SPEAR san itizes all r .ports of identifying information. Absolutely no identifying information for aircrew or squadr::n will be record"
dow-uap-d48-report-september-1996.pdf,launch/space context,september-1996,text extracted,600362,0,IR; RADAR; IFF; ES; SENSOR,ROUND; ERRATIC; RADAR TRACK; ALTITUDE; VELOCITY; SPEED; UNKNOWN; UNK; DYNAMIC; HOVER,context only,"== ï¿½--== -=--=- ï¿½=------===--====-==-=--=-=-==-__;;;;.______________ RESEARCH TRIANGLE INSTITUTE /RTI Contract No â– - FO4703-91-C-0112 RTI Report No. RTl/5180/77-43F September 10, 1996 Modeling Unlikely Space-Booster Failures in Risk Calculations Final Report"
dow-uap-d49-launch-summary-february-2000.pdf,launch/space context,february-2000,text extracted,378102,0,IR; RADAR; ES,ROUND; SPEED; DYNAMIC,context only,â€¢ V ANDENB.ERG AFB LAUNCH SUMMARY 1958 - 2000 30th SPACE WING Office of History â€¢ â€¢ DISTRIBUTION LIST â€¢ 1 HQ USAF/XOFS 1 30th RANS/DOUS 1 HQ AFSPC/HO 1 30th RANS/DOU 1 HQ AFSPC/DOSL 1 30th SW/CP 1 HQ USSPACECOM/SPJ330S 1 30th SW/PA
dow-uap-d5-mission-report-arabian-gulf-2020.pdf,mission report,arabian-gulf-2020,text extracted,501,4,IR; ES,INCREASED SPEED; VELOCITY; KNOTS; SPEED,high: structured operational report,"1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) GENTEXT/UAP â€¢ Description: (S//REL) AT 1354Z, 1.4(a) OBSERVED 1X UAP IVO 34SCE7566990098. VELOCITY WAS 40 KNOTS AT FL160 TO FL170. UAP SPEED REMAINED CONSTANT. 1.4(a) 1.4(a) GENTEXT/UAP â€¢ Description: (S//REL) AT 2243Z, 1.4(a) OBSERVED 2X POSS UAPS IVO 35TQK1580995057. VELOCITY WAS ESTIMATED AT 278 KNOTS. UAPS INCREASED SPEED AND CHANGED DIRECTION TOWARDS THE SOUTH. (b) (6) 1.4(a)"
dow-uap-d50-email-correspondence-indopacom-april-2025.pdf,email/tearline correspondence,indopacom-april-2025,text extracted,1316,2,IR; ES,NO INTERFERENCE; ALTITUDE; SPEED; UNK,medium: summary/authorization metadata,"1 (b) (6) CLASSIFICATION: SECRET//NOFORN (b) (6) CLASSIFICATION: SECRET//NOFORN Hello, I wanted to clarify that these tearlines are approved at the UNCLASSIFIED level. 1.4(a) on 10APR25 //UNCLASSIFIED// US AIRCRAFT OBSERVED 1X POSS UAP FOR 12 SECONDS AT 2353Z, FLYING AT UNK ALTITUDE AND UNK SPEED, NO INTERFERENCE WAS NOTED. //UNCLASSIFIED// 1.4(a) on 11APR25 //UNCLASSIFIED// US AIRCRAFT OBSERVED 1X POSS UAP FOR 23 SECONDS AT 0007Z, FLYING AT UNK ALTITUDE AND UNK SPEED, NO INTERFERENCE WAS NOTED. //UNCLASSIFIED// Thank you, (b) (6) Informa on Disclosure Analyst Oï¬ƒce of the Undersecretary of Defense for Intelligence and Security (b) (6) 2"
dow-uap-d51-email-correspondence-pacific-time-zone-march-2023.pdf,email/tearline correspondence,pacific-time-zone-march-2023,text extracted,3116,0,IR; ES,ERRATIC; ALTITUDE; SPEED; HOVER; TRIANGULAR,medium: summary/authorization metadata,"(b) (6) Good morning! Thank you for your patience on this-- like I said, this was a first for me. Upon consulting internally here at HQ, our folks confirmed we do have the authority to process this as a derivative classification review, instead of a declassification request. Based upon the summary you provided below, I concur with using this at the UNCLASSIFIED level in your product. Consider your request approved. Please let me know if there's anything else I can do for you! Thanks, (b) (6) OSI CI Collections and Operations PM Intelligence Oversight PM (b) (6) (b) (6) 1.4(a) Good morning, Thank you for your request. Our process for declassifying IIRs is lengthy"
dow-uap-d52-email-correspondance-na-august-2024.pdf,email/tearline correspondence,na-august-2024,text extracted,912,2,IR; ES,SPEED,medium: summary/authorization metadata,"(b) (6) CLASSIFICATION: SECRET//NOFORN Good morning, Below is the requested additional information (include the year) to the UNCLASS tear line. Let us know if you have any questions, comments or concerns. v/r (b) (6) PAROC Intel Data Analysis Technician 15 AF / DET 1 (b) (6) //UNCLASSIFIED// 31 OCT 24, U.S Aircraft observed a possible UAP. It appeared to be oval/orb 1 shaped, likely moving at a low speed. The U.S Aircraft had eyes on the poss UAP for over 2 hours. //UNCLASSIFIED// (b) (6) CLASSIFICATION: SECRET//NOFORN Hello, Could you please approve the use of the year this incident took place? Currently you"
